sample_id,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,target_name,target
ID1624268863__Dry_Total_g,train/ID1624268863.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.56,4.0,Dry_Total_g,33.1
ID1624268863__GDM_g,train/ID1624268863.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.56,4.0,GDM_g,22.932
ID1634731537__Dry_Clover_g,train/ID1634731537.jpg,2015/11/9,Tas,Clover,0.64,3.3333,Dry_Clover_g,19.9619
ID1634731537__Dry_Dead_g,train/ID1634731537.jpg,2015/11/9,Tas,Clover,0.64,3.3333,Dry_Dead_g,6.8619
ID1634731537__Dry_Green_g,train/ID1634731537.jpg,2015/11/9,Tas,Clover,0.64,3.3333,Dry_Green_g,0.0
ID1634731537__Dry_Total_g,train/ID1634731537.jpg,2015/11/9,Tas,Clover,0.64,3.3333,Dry_Total_g,26.8238
ID1634731537__GDM_g,train/ID1634731537.jpg,2015/11/9,Tas,Clover,0.64,3.3333,GDM_g,19.9619
ID1638922597__Dry_Clover_g,train/ID1638922597.jpg,2015/6/29,Tas,WhiteClover,0.65,3.0,Dry_Clover_g,10.5353
ID1638922597__Dry_Dead_g,train/ID1638922597.jpg,2015/6/29,Tas,WhiteClover,0.65,3.0,Dry_Dead_g,21.3479
ID1638922597__Dry_Green_g,train/ID1638922597.jpg,2015/6/29,Tas,WhiteClover,0.65,3.0,Dry_Green_g,0.2772
ID1638922597__Dry_Total_g,train/ID1638922597.jpg,2015/6/29,Tas,WhiteClover,0.65,3.0,Dry_Total_g,32.1605
ID1638922597__GDM_g,train/ID1638922597.jpg,2015/6/29,Tas,WhiteClover,0.65,3.0,GDM_g,10.8126
ID1645161155__Dry_Clover_g,train/ID1645161155.jpg,2015/9/4,Tas,Ryegrass_Clover,0.7,4.5,Dry_Clover_g,0.0
ID1645161155__Dry_Dead_g,train/ID1645161155.jpg,2015/9/4,Tas,Ryegrass_Clover,0.7,4.5,Dry_Dead_g,40.6841
ID1645161155__Dry_Green_g,train/ID1645161155.jpg,2015/9/4,Tas,Ryegrass_Clover,0.7,4.5,Dry_Green_g,19.0515
ID1645161155__Dry_Total_g,train/ID1645161155.jpg,2015/9/4,Tas,Ryegrass_Clover,0.7,4.5,Dry_Total_g,59.7356
ID1645161155__GDM_g,train/ID1645161155.jpg,2015/9/4,Tas,Ryegrass_Clover,0.7,4.5,GDM_g,19.0516
ID1655778545__Dry_Clover_g,train/ID1655778545.jpg,2015/5/7,NSW,Fescue,0.62,5.0,Dry_Clover_g,0.0
ID1655778545__Dry_Dead_g,train/ID1655778545.jpg,2015/5/7,NSW,Fescue,0.62,5.0,Dry_Dead_g,17.0357
ID1655778545__Dry_Green_g,train/ID1655778545.jpg,2015/5/7,NSW,Fescue,0.62,5.0,Dry_Green_g,30.6643
ID1655778545__Dry_Total_g,train/ID1655778545.jpg,2015/5/7,NSW,Fescue,0.62,5.0,Dry_Total_g,47.7
ID1655778545__GDM_g,train/ID1655778545.jpg,2015/5/7,NSW,Fescue,0.62,5.0,GDM_g,30.6643
ID1665142816__Dry_Clover_g,train/ID1665142816.jpg,2015/7/1,Vic,Phalaris_Clover,0.73,4.0,Dry_Clover_g,3.7714
ID1665142816__Dry_Dead_g,train/ID1665142816.jpg,2015/7/1,Vic,Phalaris_Clover,0.73,4.0,Dry_Dead_g,4.7143
ID1665142816__Dry_Green_g,train/ID1665142816.jpg,2015/7/1,Vic,Phalaris_Clover,0.73,4.0,Dry_Green_g,24.5143
ID1665142816__Dry_Total_g,train/ID1665142816.jpg,2015/7/1,Vic,Phalaris_Clover,0.73,4.0,Dry_Total_g,33.0
ID1665142816__GDM_g,train/ID1665142816.jpg,2015/7/1,Vic,Phalaris_Clover,0.73,4.0,GDM_g,28.2857
ID1667778338__Dry_Clover_g,train/ID1667778338.jpg,2015/8/14,Vic,Ryegrass_Clover,0.77,5.0,Dry_Clover_g,3.9
ID1667778338__Dry_Dead_g,train/ID1667778338.jpg,2015/8/14,Vic,Ryegrass_Clover,0.77,5.0,Dry_Dead_g,9.75
ID1667778338__Dry_Green_g,train/ID1667778338.jpg,2015/8/14,Vic,Ryegrass_Clover,0.77,5.0,Dry_Green_g,29.25
ID1667778338__Dry_Total_g,train/ID1667778338.jpg,2015/8/14,Vic,Ryegrass_Clover,0.77,5.0,Dry_Total_g,42.9
ID1667778338__GDM_g,train/ID1667778338.jpg,2015/8/14,Vic,Ryegrass_Clover,0.77,5.0,GDM_g,33.15
ID1671844336__Dry_Clover_g,train/ID1671844336.jpg,2015/6/26,Tas,Ryegrass_Clover,0.68,3.0,Dry_Clover_g,0.8024
ID1671844336__Dry_Dead_g,train/ID1671844336.jpg,2015/6/26,Tas,Ryegrass_Clover,0.68,3.0,Dry_Dead_g,8.4248
ID1671844336__Dry_Green_g,train/ID1671844336.jpg,2015/6/26,Tas,Ryegrass_Clover,0.68,3.0,Dry_Green_g,12.0354
ID1671844336__Dry_Total_g,train/ID1671844336.jpg,2015/6/26,Tas,Ryegrass_Clover,0.68,3.0,Dry_Total_g,21.2625
ID1671844336__GDM_g,train/ID1671844336.jpg,2015/6/26,Tas,Ryegrass_Clover,0.68,3.0,GDM_g,12.8377
ID1675365449__Dry_Clover_g,train/ID1675365449.jpg,2015/9/30,Vic,Phalaris_Clover,0.79,16.0,Dry_Clover_g,1.4833
ID1675365449__Dry_Dead_g,train/ID1675365449.jpg,2015/9/30,Vic,Phalaris_Clover,0.79,16.0,Dry_Dead_g,12.2372
ID1675365449__Dry_Green_g,train/ID1675365449.jpg,2015/9/30,Vic,Phalaris_Clover,0.79,16.0,Dry_Green_g,89.7395
ID1675365449__Dry_Total_g,train/ID1675365449.jpg,2015/9/30,Vic,Phalaris_Clover,0.79,16.0,Dry_Total_g,103.46
ID1675365449__GDM_g,train/ID1675365449.jpg,2015/9/30,Vic,Phalaris_Clover,0.79,16.0,GDM_g,91.2228
ID1680597197__Dry_Clover_g,train/ID1680597197.jpg,2015/2/25,NSW,Fescue,0.69,12.0,Dry_Clover_g,0.0
ID1680597197__Dry_Dead_g,train/ID1680597197.jpg,2015/2/25,NSW,Fescue,0.69,12.0,Dry_Dead_g,8.6171
ID1680597197__Dry_Green_g,train/ID1680597197.jpg,2015/2/25,NSW,Fescue,0.69,12.0,Dry_Green_g,84.1829
ID1680597197__Dry_Total_g,train/ID1680597197.jpg,2015/2/25,NSW,Fescue,0.69,12.0,Dry_Total_g,92.8
ID1680597197__GDM_g,train/ID1680597197.jpg,2015/2/25,NSW,Fescue,0.69,12.0,GDM_g,84.1829
ID1692894460__Dry_Clover_g,train/ID1692894460.jpg,2015/11/9,Tas,Clover,0.69,3.5,Dry_Clover_g,30.1768
ID1692894460__Dry_Dead_g,train/ID1692894460.jpg,2015/11/9,Tas,Clover,0.69,3.5,Dry_Dead_g,14.7741
ID1692894460__Dry_Green_g,train/ID1692894460.jpg,2015/11/9,Tas,Clover,0.69,3.5,Dry_Green_g,0.3143
ID1692894460__Dry_Total_g,train/ID1692894460.jpg,2015/11/9,Tas,Clover,0.69,3.5,Dry_Total_g,45.2652
ID1692894460__GDM_g,train/ID1692894460.jpg,2015/11/9,Tas,Clover,0.69,3.5,GDM_g,30.4912
ID1693880739__Dry_Clover_g,train/ID1693880739.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.85,4.0,Dry_Clover_g,0.0
ID1693880739__Dry_Dead_g,train/ID1693880739.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.85,4.0,Dry_Dead_g,4.7385
ID1693880739__Dry_Green_g,train/ID1693880739.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.85,4.0,Dry_Green_g,30.4615
ID1693880739__Dry_Total_g,train/ID1693880739.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.85,4.0,Dry_Total_g,35.2
ID1693880739__GDM_g,train/ID1693880739.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.85,4.0,GDM_g,30.4615
ID1703304524__Dry_Clover_g,train/ID1703304524.jpg,2015/11/10,Tas,Ryegrass_Clover,0.86,7.0,Dry_Clover_g,2.5821
ID1703304524__Dry_Dead_g,train/ID1703304524.jpg,2015/11/10,Tas,Ryegrass_Clover,0.86,7.0,Dry_Dead_g,46.4778
ID1703304524__Dry_Green_g,train/ID1703304524.jpg,2015/11/10,Tas,Ryegrass_Clover,0.86,7.0,Dry_Green_g,47.7689
ID1703304524__Dry_Total_g,train/ID1703304524.jpg,2015/11/10,Tas,Ryegrass_Clover,0.86,7.0,Dry_Total_g,96.8288
ID1703304524__GDM_g,train/ID1703304524.jpg,2015/11/10,Tas,Ryegrass_Clover,0.86,7.0,GDM_g,50.351
ID1717006117__Dry_Clover_g,train/ID1717006117.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.57,6.1667,Dry_Clover_g,18.0129
ID1717006117__Dry_Dead_g,train/ID1717006117.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.57,6.1667,Dry_Dead_g,18.9135
ID1717006117__Dry_Green_g,train/ID1717006117.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.57,6.1667,Dry_Green_g,32.8735
ID1717006117__Dry_Total_g,train/ID1717006117.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.57,6.1667,Dry_Total_g,69.8
ID1717006117__GDM_g,train/ID1717006117.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.57,6.1667,GDM_g,50.8865
ID1729002155__Dry_Clover_g,train/ID1729002155.jpg,2015/10/6,NSW,Fescue,0.34,5.6667,Dry_Clover_g,0.0
ID1729002155__Dry_Dead_g,train/ID1729002155.jpg,2015/10/6,NSW,Fescue,0.34,5.6667,Dry_Dead_g,20.7462
ID1729002155__Dry_Green_g,train/ID1729002155.jpg,2015/10/6,NSW,Fescue,0.34,5.6667,Dry_Green_g,19.8538
ID1729002155__Dry_Total_g,train/ID1729002155.jpg,2015/10/6,NSW,Fescue,0.34,5.6667,Dry_Total_g,40.6
ID1729002155__GDM_g,train/ID1729002155.jpg,2015/10/6,NSW,Fescue,0.34,5.6667,GDM_g,19.8538
ID1746343319__Dry_Clover_g,train/ID1746343319.jpg,2015/11/9,Tas,Ryegrass_Clover,0.35,2.5,Dry_Clover_g,0.6
ID1746343319__Dry_Dead_g,train/ID1746343319.jpg,2015/11/9,Tas,Ryegrass_Clover,0.35,2.5,Dry_Dead_g,18.0
ID1746343319__Dry_Green_g,train/ID1746343319.jpg,2015/11/9,Tas,Ryegrass_Clover,0.35,2.5,Dry_Green_g,6.9
ID1746343319__Dry_Total_g,train/ID1746343319.jpg,2015/11/9,Tas,Ryegrass_Clover,0.35,2.5,Dry_Total_g,25.5
ID1746343319__GDM_g,train/ID1746343319.jpg,2015/11/9,Tas,Ryegrass_Clover,0.35,2.5,GDM_g,7.5
ID1753847361__Dry_Clover_g,train/ID1753847361.jpg,2015/9/30,Vic,Phalaris_Clover,0.83,17.0,Dry_Clover_g,34.9938
ID1753847361__Dry_Dead_g,train/ID1753847361.jpg,2015/9/30,Vic,Phalaris_Clover,0.83,17.0,Dry_Dead_g,3.5437
ID1753847361__Dry_Green_g,train/ID1753847361.jpg,2015/9/30,Vic,Phalaris_Clover,0.83,17.0,Dry_Green_g,51.2725
ID1753847361__Dry_Total_g,train/ID1753847361.jpg,2015/9/30,Vic,Phalaris_Clover,0.83,17.0,Dry_Total_g,89.81
ID1753847361__GDM_g,train/ID1753847361.jpg,2015/9/30,Vic,Phalaris_Clover,0.83,17.0,GDM_g,86.2663
ID1761544403__Dry_Clover_g,train/ID1761544403.jpg,2015/8/21,WA,Clover,0.54,1.0,Dry_Clover_g,32.64
ID1761544403__Dry_Dead_g,train/ID1761544403.jpg,2015/8/21,WA,Clover,0.54,1.0,Dry_Dead_g,0.0
ID1761544403__Dry_Green_g,train/ID1761544403.jpg,2015/8/21,WA,Clover,0.54,1.0,Dry_Green_g,0.0
ID1761544403__Dry_Total_g,train/ID1761544403.jpg,2015/8/21,WA,Clover,0.54,1.0,Dry_Total_g,32.64
ID1761544403__GDM_g,train/ID1761544403.jpg,2015/8/21,WA,Clover,0.54,1.0,GDM_g,32.64
ID1781353117__Dry_Clover_g,train/ID1781353117.jpg,2015/5/18,Tas,Ryegrass,0.69,4.0,Dry_Clover_g,1.7583
ID1781353117__Dry_Dead_g,train/ID1781353117.jpg,2015/5/18,Tas,Ryegrass,0.69,4.0,Dry_Dead_g,11.0291
ID1781353117__Dry_Green_g,train/ID1781353117.jpg,2015/5/18,Tas,Ryegrass,0.69,4.0,Dry_Green_g,15.185
ID1781353117__Dry_Total_g,train/ID1781353117.jpg,2015/5/18,Tas,Ryegrass,0.69,4.0,Dry_Total_g,27.9724
ID1781353117__GDM_g,train/ID1781353117.jpg,2015/5/18,Tas,Ryegrass,0.69,4.0,GDM_g,16.9433
ID1782509721__Dry_Clover_g,train/ID1782509721.jpg,2015/10/6,NSW,Fescue,0.39,8.0,Dry_Clover_g,0.0
ID1782509721__Dry_Dead_g,train/ID1782509721.jpg,2015/10/6,NSW,Fescue,0.39,8.0,Dry_Dead_g,26.2626
ID1782509721__Dry_Green_g,train/ID1782509721.jpg,2015/10/6,NSW,Fescue,0.39,8.0,Dry_Green_g,30.1374
ID1782509721__Dry_Total_g,train/ID1782509721.jpg,2015/10/6,NSW,Fescue,0.39,8.0,Dry_Total_g,56.4
ID1782509721__GDM_g,train/ID1782509721.jpg,2015/10/6,NSW,Fescue,0.39,8.0,GDM_g,30.1374
ID1782608354__Dry_Clover_g,train/ID1782608354.jpg,2015/9/1,WA,Ryegrass,0.81,17.0,Dry_Clover_g,0.07
ID1782608354__Dry_Dead_g,train/ID1782608354.jpg,2015/9/1,WA,Ryegrass,0.81,17.0,Dry_Dead_g,0.0
ID1782608354__Dry_Green_g,train/ID1782608354.jpg,2015/9/1,WA,Ryegrass,0.81,17.0,Dry_Green_g,72.1
ID1782608354__Dry_Total_g,train/ID1782608354.jpg,2015/9/1,WA,Ryegrass,0.81,17.0,Dry_Total_g,72.17
ID1782608354__GDM_g,train/ID1782608354.jpg,2015/9/1,WA,Ryegrass,0.81,17.0,GDM_g,72.17
ID1783499590__Dry_Clover_g,train/ID1783499590.jpg,2015/6/26,Vic,Ryegrass,0.8,5.5,Dry_Clover_g,1.1385
ID1783499590__Dry_Dead_g,train/ID1783499590.jpg,2015/6/26,Vic,Ryegrass,0.8,5.5,Dry_Dead_g,18.2154
ID1783499590__Dry_Green_g,train/ID1783499590.jpg,2015/6/26,Vic,Ryegrass,0.8,5.5,Dry_Green_g,13.6615
ID1783499590__Dry_Total_g,train/ID1783499590.jpg,2015/6/26,Vic,Ryegrass,0.8,5.5,Dry_Total_g,33.0154
ID1783499590__GDM_g,train/ID1783499590.jpg,2015/6/26,Vic,Ryegrass,0.8,5.5,GDM_g,14.8
ID1784585001__Dry_Clover_g,train/ID1784585001.jpg,2015/11/9,Tas,Clover,0.8,4.5,Dry_Clover_g,35.0394
ID1784585001__Dry_Dead_g,train/ID1784585001.jpg,2015/11/9,Tas,Clover,0.8,4.5,Dry_Dead_g,12.3111
ID1784585001__Dry_Green_g,train/ID1784585001.jpg,2015/11/9,Tas,Clover,0.8,4.5,Dry_Green_g,3.788
ID1784585001__Dry_Total_g,train/ID1784585001.jpg,2015/11/9,Tas,Clover,0.8,4.5,Dry_Total_g,51.1386
ID1784585001__GDM_g,train/ID1784585001.jpg,2015/11/9,Tas,Clover,0.8,4.5,GDM_g,38.8275
ID1789265307__Dry_Clover_g,train/ID1789265307.jpg,2015/11/9,Tas,Clover,0.87,7.1667,Dry_Clover_g,69.8783
ID1789265307__Dry_Dead_g,train/ID1789265307.jpg,2015/11/9,Tas,Clover,0.87,7.1667,Dry_Dead_g,19.3509
ID1789265307__Dry_Green_g,train/ID1789265307.jpg,2015/11/9,Tas,Clover,0.87,7.1667,Dry_Green_g,1.0751
ID1789265307__Dry_Total_g,train/ID1789265307.jpg,2015/11/9,Tas,Clover,0.87,7.1667,Dry_Total_g,90.3042
ID1789265307__GDM_g,train/ID1789265307.jpg,2015/11/9,Tas,Clover,0.87,7.1667,GDM_g,70.9533
ID1789834546__Dry_Clover_g,train/ID1789834546.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,4.1667,Dry_Clover_g,6.5244
ID1789834546__Dry_Dead_g,train/ID1789834546.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,4.1667,Dry_Dead_g,14.8756
ID1789834546__Dry_Green_g,train/ID1789834546.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,4.1667,Dry_Green_g,21.4
ID1789834546__Dry_Total_g,train/ID1789834546.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,4.1667,Dry_Total_g,42.8
ID1789834546__GDM_g,train/ID1789834546.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,4.1667,GDM_g,27.9244
ID1789853061__Dry_Clover_g,train/ID1789853061.jpg,2015/8/18,Vic,Phalaris_Clover,0.87,5.2,Dry_Clover_g,12.9283
ID1789853061__Dry_Dead_g,train/ID1789853061.jpg,2015/8/18,Vic,Phalaris_Clover,0.87,5.2,Dry_Dead_g,7.5415
ID1789853061__Dry_Green_g,train/ID1789853061.jpg,2015/8/18,Vic,Phalaris_Clover,0.87,5.2,Dry_Green_g,36.6302
ID1789853061__Dry_Total_g,train/ID1789853061.jpg,2015/8/18,Vic,Phalaris_Clover,0.87,5.2,Dry_Total_g,57.1
ID1789853061__GDM_g,train/ID1789853061.jpg,2015/8/18,Vic,Phalaris_Clover,0.87,5.2,GDM_g,49.5585
ID1831254380__Dry_Clover_g,train/ID1831254380.jpg,2015/11/9,Tas,Clover,0.84,5.3333,Dry_Clover_g,71.7865
ID1831254380__Dry_Dead_g,train/ID1831254380.jpg,2015/11/9,Tas,Clover,0.84,5.3333,Dry_Dead_g,15.758
ID1831254380__Dry_Green_g,train/ID1831254380.jpg,2015/11/9,Tas,Clover,0.84,5.3333,Dry_Green_g,0.8754
ID1831254380__Dry_Total_g,train/ID1831254380.jpg,2015/11/9,Tas,Clover,0.84,5.3333,Dry_Total_g,88.42
ID1831254380__GDM_g,train/ID1831254380.jpg,2015/11/9,Tas,Clover,0.84,5.3333,GDM_g,72.662
ID1839139621__Dry_Clover_g,train/ID1839139621.jpg,2015/5/18,Tas,Ryegrass,0.8,8.0,Dry_Clover_g,0.0
ID1839139621__Dry_Dead_g,train/ID1839139621.jpg,2015/5/18,Tas,Ryegrass,0.8,8.0,Dry_Dead_g,10.3894
ID1839139621__Dry_Green_g,train/ID1839139621.jpg,2015/5/18,Tas,Ryegrass,0.8,8.0,Dry_Green_g,31.5263
ID1839139621__Dry_Total_g,train/ID1839139621.jpg,2015/5/18,Tas,Ryegrass,0.8,8.0,Dry_Total_g,41.9157
ID1839139621__GDM_g,train/ID1839139621.jpg,2015/5/18,Tas,Ryegrass,0.8,8.0,GDM_g,31.5264
ID1853508321__Dry_Clover_g,train/ID1853508321.jpg,2015/9/3,Tas,Ryegrass_Clover,0.45,1.6667,Dry_Clover_g,0.0
ID1853508321__Dry_Dead_g,train/ID1853508321.jpg,2015/9/3,Tas,Ryegrass_Clover,0.45,1.6667,Dry_Dead_g,1.1786
ID1853508321__Dry_Green_g,train/ID1853508321.jpg,2015/9/3,Tas,Ryegrass_Clover,0.45,1.6667,Dry_Green_g,28.5232
ID1853508321__Dry_Total_g,train/ID1853508321.jpg,2015/9/3,Tas,Ryegrass_Clover,0.45,1.6667,Dry_Total_g,29.7018
ID1853508321__GDM_g,train/ID1853508321.jpg,2015/9/3,Tas,Ryegrass_Clover,0.45,1.6667,GDM_g,28.5232
ID1857489997__Dry_Clover_g,train/ID1857489997.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,Dry_Clover_g,2.3478
ID1857489997__Dry_Dead_g,train/ID1857489997.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,Dry_Dead_g,2.3478
ID1857489997__Dry_Green_g,train/ID1857489997.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,Dry_Green_g,13.3043
ID1857489997__Dry_Total_g,train/ID1857489997.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,Dry_Total_g,18.0
ID1857489997__GDM_g,train/ID1857489997.jpg,2015/7/1,Vic,Phalaris_Clover,0.66,3.0,GDM_g,15.6522
ID1859251563__Dry_Clover_g,train/ID1859251563.jpg,2015/1/15,NSW,Lucerne,0.83,70.0,Dry_Clover_g,0.0
ID1859251563__Dry_Dead_g,train/ID1859251563.jpg,2015/1/15,NSW,Lucerne,0.83,70.0,Dry_Dead_g,6.9
ID1859251563__Dry_Green_g,train/ID1859251563.jpg,2015/1/15,NSW,Lucerne,0.83,70.0,Dry_Green_g,119.6
ID1859251563__Dry_Total_g,train/ID1859251563.jpg,2015/1/15,NSW,Lucerne,0.83,70.0,Dry_Total_g,126.5
ID1859251563__GDM_g,train/ID1859251563.jpg,2015/1/15,NSW,Lucerne,0.83,70.0,GDM_g,119.6
ID1859792585__Dry_Clover_g,train/ID1859792585.jpg,2015/5/18,Tas,Ryegrass,0.62,4.0,Dry_Clover_g,0.7708
ID1859792585__Dry_Dead_g,train/ID1859792585.jpg,2015/5/18,Tas,Ryegrass,0.62,4.0,Dry_Dead_g,30.83
ID1859792585__Dry_Green_g,train/ID1859792585.jpg,2015/5/18,Tas,Ryegrass,0.62,4.0,Dry_Green_g,22.6087
ID1859792585__Dry_Total_g,train/ID1859792585.jpg,2015/5/18,Tas,Ryegrass,0.62,4.0,Dry_Total_g,54.2095
ID1859792585__GDM_g,train/ID1859792585.jpg,2015/5/18,Tas,Ryegrass,0.62,4.0,GDM_g,23.3794
ID1868719645__Dry_Clover_g,train/ID1868719645.jpg,2015/7/2,Vic,Ryegrass_Clover,0.77,4.0,Dry_Clover_g,4.8348
ID1868719645__Dry_Dead_g,train/ID1868719645.jpg,2015/7/2,Vic,Ryegrass_Clover,0.77,4.0,Dry_Dead_g,2.4174
ID1868719645__Dry_Green_g,train/ID1868719645.jpg,2015/7/2,Vic,Ryegrass_Clover,0.77,4.0,Dry_Green_g,20.5478
ID1868719645__Dry_Total_g,train/ID1868719645.jpg,2015/7/2,Vic,Ryegrass_Clover,0.77,4.0,Dry_Total_g,27.8
ID1868719645__GDM_g,train/ID1868719645.jpg,2015/7/2,Vic,Ryegrass_Clover,0.77,4.0,GDM_g,25.3826
ID187238869__Dry_Clover_g,train/ID187238869.jpg,2015/9/29,Vic,Ryegrass_Clover,0.75,4.0,Dry_Clover_g,11.8881
ID187238869__Dry_Dead_g,train/ID187238869.jpg,2015/9/29,Vic,Ryegrass_Clover,0.75,4.0,Dry_Dead_g,2.972
ID187238869__Dry_Green_g,train/ID187238869.jpg,2015/9/29,Vic,Ryegrass_Clover,0.75,4.0,Dry_Green_g,28.9098
ID187238869__Dry_Total_g,train/ID187238869.jpg,2015/9/29,Vic,Ryegrass_Clover,0.75,4.0,Dry_Total_g,43.77
ID187238869__GDM_g,train/ID187238869.jpg,2015/9/29,Vic,Ryegrass_Clover,0.75,4.0,GDM_g,40.798
ID1874904894__Dry_Clover_g,train/ID1874904894.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,Dry_Clover_g,0.0
ID1874904894__Dry_Dead_g,train/ID1874904894.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,Dry_Dead_g,29.1542
ID1874904894__Dry_Green_g,train/ID1874904894.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,Dry_Green_g,4.1458
ID1874904894__Dry_Total_g,train/ID1874904894.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,Dry_Total_g,33.3
ID1874904894__GDM_g,train/ID1874904894.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,GDM_g,4.1458
ID1876271942__Dry_Clover_g,train/ID1876271942.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,Dry_Clover_g,0.0
ID1876271942__Dry_Dead_g,train/ID1876271942.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,Dry_Dead_g,8.3614
ID1876271942__Dry_Green_g,train/ID1876271942.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,Dry_Green_g,47.9386
ID1876271942__Dry_Total_g,train/ID1876271942.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,Dry_Total_g,56.3
ID1876271942__GDM_g,train/ID1876271942.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,GDM_g,47.9386
ID1880764911__Dry_Clover_g,train/ID1880764911.jpg,2015/5/18,Tas,Ryegrass,0.52,5.0,Dry_Clover_g,5.9821
ID1880764911__Dry_Dead_g,train/ID1880764911.jpg,2015/5/18,Tas,Ryegrass,0.52,5.0,Dry_Dead_g,21.9343
ID1880764911__Dry_Green_g,train/ID1880764911.jpg,2015/5/18,Tas,Ryegrass,0.52,5.0,Dry_Green_g,15.1546
ID1880764911__Dry_Total_g,train/ID1880764911.jpg,2015/5/18,Tas,Ryegrass,0.52,5.0,Dry_Total_g,43.0709
ID1880764911__GDM_g,train/ID1880764911.jpg,2015/5/18,Tas,Ryegrass,0.52,5.0,GDM_g,21.1367
ID1888700589__Dry_Clover_g,train/ID1888700589.jpg,2015/7/8,WA,Clover,0.64,2.0,Dry_Clover_g,1.62
ID1888700589__Dry_Dead_g,train/ID1888700589.jpg,2015/7/8,WA,Clover,0.64,2.0,Dry_Dead_g,0.0
ID1888700589__Dry_Green_g,train/ID1888700589.jpg,2015/7/8,WA,Clover,0.64,2.0,Dry_Green_g,20.9
ID1888700589__Dry_Total_g,train/ID1888700589.jpg,2015/7/8,WA,Clover,0.64,2.0,Dry_Total_g,22.52
ID1888700589__GDM_g,train/ID1888700589.jpg,2015/7/8,WA,Clover,0.64,2.0,GDM_g,22.52
ID1889150649__Dry_Clover_g,train/ID1889150649.jpg,2015/9/1,WA,SubcloverLosa,0.32,1.0,Dry_Clover_g,2.48
ID1889150649__Dry_Dead_g,train/ID1889150649.jpg,2015/9/1,WA,SubcloverLosa,0.32,1.0,Dry_Dead_g,0.0
ID1889150649__Dry_Green_g,train/ID1889150649.jpg,2015/9/1,WA,SubcloverLosa,0.32,1.0,Dry_Green_g,0.0
ID1889150649__Dry_Total_g,train/ID1889150649.jpg,2015/9/1,WA,SubcloverLosa,0.32,1.0,Dry_Total_g,2.48
ID1889150649__GDM_g,train/ID1889150649.jpg,2015/9/1,WA,SubcloverLosa,0.32,1.0,GDM_g,2.48
ID1894998379__Dry_Clover_g,train/ID1894998379.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,4.3,Dry_Clover_g,13.4778
ID1894998379__Dry_Dead_g,train/ID1894998379.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,4.3,Dry_Dead_g,35.0985
